weather_id,accident_id,date,latitude,longitude,temperature_avg,temperature_min,temperature_max,wind_speed_avg,wind_speed_max,precipitation_total,visibility_avg,cloud_cover_avg
40633,2727.0,2014-05-07,45.3736,-121.696,-6.93,-12.5,0.3,6.1,11.4,0.0,,64.96
40634,2727.0,2014-05-08,45.3736,-121.696,-8.05,-10.5,-4.9,7.32,18.8,22.3,,99.29
40635,2727.0,2014-05-09,45.3736,-121.696,-10.47,-13.1,-7.8,14.68,18.6,14.3,,92.54
40636,2727.0,2014-05-10,45.3736,-121.696,-10.05,-13.4,-6.4,10.82,14.3,6.9,,76.88
40637,2727.0,2014-05-11,45.3736,-121.696,-6.24,-11.5,-0.5,5.44,8.7,0.0,,58.83
40638,2727.0,2014-05-12,45.3736,-121.696,-4.84,-11.9,0.9,9.53,17.0,0.0,,55.62
40639,2727.0,2014-05-13,45.3736,-121.696,-1.29,-9.2,6.0,6.93,10.9,0.0,,57.54
40640,2728.0,2014-05-11,36.7783,-119.4179,17.94,8.5,25.6,7.81,13.7,0.0,,0.04
40641,2728.0,2014-05-12,36.7783,-119.4179,20.37,11.0,28.7,5.09,8.4,0.0,,30.12
40642,2728.0,2014-05-13,36.7783,-119.4179,23.31,13.1,32.4,6.1,9.2,0.0,,4.92
40643,2728.0,2014-05-14,36.7783,-119.4179,25.35,14.3,34.7,6.02,9.8,0.0,,6.88
40644,2728.0,2014-05-15,36.7783,-119.4179,27.0,15.7,36.7,5.64,9.6,0.0,,30.58
40645,2728.0,2014-05-16,36.7783,-119.4179,26.45,15.8,35.7,7.23,13.3,0.0,,69.25
40646,2729.0,2014-05-12,46.8523,-121.7603,-12.91,-20.2,-5.6,6.48,10.6,0.0,,64.08
40647,2729.0,2014-05-13,46.8523,-121.7603,-9.86,-17.8,-3.5,5.57,7.9,0.0,,50.5
40648,2729.0,2014-05-14,46.8523,-121.7603,-7.3,-15.5,-0.3,4.54,6.5,0.0,,95.12
40649,2729.0,2014-05-15,46.8523,-121.7603,-6.35,-13.9,-0.3,5.97,8.7,0.0,,98.54
40650,2729.0,2014-05-16,46.8523,-121.7603,-9.58,-14.1,-6.7,7.02,10.9,0.0,,91.83
40651,2729.0,2014-05-17,46.8523,-121.7603,-13.05,-15.2,-10.0,6.57,9.7,0.2,,84.21
40652,2730.0,2014-05-13,37.2151,-118.5437,3.09,-1.7,8.5,5.08,8.0,0.0,,8.21
40653,2730.0,2014-05-14,37.2151,-118.5437,4.88,-1.1,10.6,4.65,6.8,0.0,,4.29
40654,2730.0,2014-05-15,37.2151,-118.5437,5.98,-1.0,11.8,5.25,8.1,0.2,,35.0
40655,2730.0,2014-05-16,37.2151,-118.5437,6.32,0.5,12.1,7.73,9.7,0.0,,68.58
40656,2730.0,2014-05-17,37.2151,-118.5437,5.44,0.4,11.3,9.96,15.8,0.0,,46.88
40657,2730.0,2014-05-18,37.2151,-118.5437,1.88,-3.0,6.7,10.09,14.0,0.0,,5.96
40658,2731.0,2014-05-22,63.0695,-151.0074,-32.54,-34.1,-30.5,3.07,4.8,0.0,,84.29
40659,2731.0,2014-05-23,63.0695,-151.0074,-31.48,-34.6,-28.2,1.31,1.9,0.0,,51.38
40660,2731.0,2014-05-24,63.0695,-151.0074,-30.38,-33.1,-27.3,2.02,3.2,1.5,,57.58
40661,2731.0,2014-05-25,63.0695,-151.0074,-29.15,-30.5,-27.3,3.09,4.3,8.6,,99.71
40662,2731.0,2014-05-26,63.0695,-151.0074,-27.53,-30.5,-25.0,2.45,4.4,0.0,,82.96
40663,2731.0,2014-05-27,63.0695,-151.0074,-27.47,-28.2,-26.7,3.77,4.9,8.7,,97.25
40664,2732.0,2014-05-27,37.8651,-119.5383,11.72,6.3,17.9,6.92,14.3,0.0,,0.79
40665,2732.0,2014-05-28,37.8651,-119.5383,9.49,3.5,14.4,6.87,14.2,0.0,,8.38
40666,2732.0,2014-05-29,37.8651,-119.5383,7.92,-1.1,15.0,6.77,12.5,0.0,,44.96
40667,2732.0,2014-05-30,37.8651,-119.5383,8.61,1.2,14.6,7.83,16.9,0.0,,36.5
40668,2732.0,2014-05-31,37.8651,-119.5383,9.57,3.7,14.4,6.14,12.7,0.0,,2.38
40669,2732.0,2014-06-01,37.8651,-119.5383,10.35,2.1,17.4,6.83,13.0,0.0,,0.0
40670,2733.0,2014-05-27,63.0695,-151.0074,-27.47,-28.2,-26.7,3.77,4.9,8.7,,97.25
40671,2733.0,2014-05-28,63.0695,-151.0074,-27.16,-28.3,-26.2,3.22,3.9,7.2,,99.5
40672,2733.0,2014-05-29,63.0695,-151.0074,-26.07,-27.3,-25.1,3.34,4.1,5.3,,99.88
40673,2733.0,2014-05-30,63.0695,-151.0074,-26.12,-26.8,-24.9,2.87,4.0,6.6,,98.38
40674,2733.0,2014-05-31,63.0695,-151.0074,-29.54,-31.3,-27.0,3.9,6.2,14.7,,92.29
40675,2733.0,2014-06-01,63.0695,-151.0074,-31.54,-32.7,-30.2,2.94,4.9,4.2,,96.54
40676,2734.0,2014-06-02,46.8523,-121.7603,-9.11,-15.4,-5.5,5.95,8.7,0.9,,65.04
40677,2734.0,2014-06-03,46.8523,-121.7603,-8.97,-11.4,-6.8,5.9,10.1,0.0,,71.96
40678,2734.0,2014-06-04,46.8523,-121.7603,-8.74,-11.5,-4.7,6.38,10.5,0.0,,47.71
40679,2734.0,2014-06-05,46.8523,-121.7603,-9.62,-12.7,-5.5,6.12,9.8,0.0,,46.75
40680,2734.0,2014-06-06,46.8523,-121.7603,-9.93,-15.7,-5.4,6.43,10.5,0.0,,15.79
40681,2734.0,2014-06-07,46.8523,-121.7603,-10.08,-14.0,-6.4,6.87,11.2,0.0,,32.5
40682,2735.0,2014-06-02,36.3956,-80.2628,19.07,12.0,25.6,7.47,10.7,0.0,,34.21
40683,2735.0,2014-06-03,36.3956,-80.2628,21.06,13.6,27.2,8.05,10.6,0.1,,52.62
40684,2735.0,2014-06-04,36.3956,-80.2628,22.98,16.7,29.3,8.01,11.5,0.5,,74.92
40685,2735.0,2014-06-05,36.3956,-80.2628,22.65,19.3,28.8,10.83,14.4,2.3,,67.75
40686,2735.0,2014-06-06,36.3956,-80.2628,21.57,15.8,27.2,6.77,10.1,0.0,,55.04
40687,2735.0,2014-06-07,36.3956,-80.2628,21.44,15.7,26.2,6.02,9.3,0.0,,59.92
40688,2736.0,2014-06-10,41.4093,-122.1949,0.79,-7.2,8.6,9.3,13.5,0.0,,2.96
40689,2736.0,2014-06-11,41.4093,-122.1949,2.17,-7.7,10.9,6.13,11.9,0.0,,3.29
40690,2736.0,2014-06-12,41.4093,-122.1949,-1.74,-8.8,4.4,9.62,17.9,0.0,,2.5
40691,2736.0,2014-06-13,41.4093,-122.1949,-6.95,-12.7,-1.1,9.6,15.3,0.0,,29.46
40692,2736.0,2014-06-14,41.4093,-122.1949,-5.0,-12.9,2.6,6.82,10.4,0.0,,65.42
40693,2736.0,2014-06-15,41.4093,-122.1949,-4.29,-11.2,3.1,8.5,14.2,0.0,,52.79
40694,2737.0,2014-06-11,43.7904,-110.6818,10.84,5.7,14.9,6.23,10.7,0.0,,9.29
40695,2737.0,2014-06-12,43.7904,-110.6818,11.1,1.8,18.7,9.55,16.3,0.0,,40.33
40696,2737.0,2014-06-13,43.7904,-110.6818,10.69,6.3,15.4,12.78,21.9,0.0,,59.92
40697,2737.0,2014-06-14,43.7904,-110.6818,6.4,2.7,9.7,9.14,12.6,1.3,,58.58
40698,2737.0,2014-06-15,43.7904,-110.6818,7.86,2.2,12.7,9.24,15.8,1.8,,62.92
40699,2737.0,2014-06-16,43.7904,-110.6818,7.42,2.4,12.3,8.1,14.2,6.4,,81.83
40700,2738.0,2014-06-14,43.7429,-110.7958,-2.2,-7.2,1.8,9.14,12.6,1.3,,58.58
40701,2738.0,2014-06-15,43.7429,-110.7958,-0.63,-7.8,5.0,9.24,15.8,1.8,,62.92
40702,2738.0,2014-06-16,43.7429,-110.7958,-0.96,-7.4,5.0,8.1,14.2,6.4,,81.83
40703,2738.0,2014-06-17,43.7429,-110.7958,-3.51,-6.1,-0.5,7.08,11.4,8.9,,91.46
40704,2738.0,2014-06-18,43.7429,-110.7958,-5.38,-11.1,-1.5,9.62,13.3,2.9,,57.79
40705,2738.0,2014-06-19,43.7429,-110.7958,-0.6,-7.9,6.3,9.96,18.5,0.0,,52.38
40706,2739.0,2014-06-16,45.3736,-121.696,-8.81,-11.7,-5.5,11.58,15.5,6.6,,83.54
40707,2739.0,2014-06-17,45.3736,-121.696,-7.48,-10.7,-5.0,11.83,15.0,3.9,,95.96
40708,2739.0,2014-06-18,45.3736,-121.696,-3.39,-7.9,2.7,9.7,12.2,0.0,,59.12
40709,2739.0,2014-06-19,45.3736,-121.696,-0.83,-8.2,6.6,8.85,16.2,0.0,,21.25
40710,2739.0,2014-06-20,45.3736,-121.696,-3.71,-6.6,-0.6,10.14,15.2,1.6,,65.08
40711,2739.0,2014-06-21,45.3736,-121.696,-2.5,-10.3,4.4,4.2,8.2,0.0,,39.25
40712,2740.0,2014-06-17,39.5501,-105.7821,6.55,-1.2,13.6,12.75,21.0,1.2,,13.58
40713,2740.0,2014-06-18,39.5501,-105.7821,6.3,1.7,11.8,11.78,19.4,0.6,,27.71
40714,2740.0,2014-06-19,39.5501,-105.7821,5.4,-3.4,12.6,8.54,15.3,0.0,,1.67
40715,2740.0,2014-06-20,39.5501,-105.7821,8.46,-1.7,15.9,5.31,8.9,0.0,,8.42
40716,2740.0,2014-06-21,39.5501,-105.7821,9.12,3.1,15.1,7.34,14.6,0.0,,84.04
40717,2740.0,2014-06-22,39.5501,-105.7821,7.54,1.1,13.1,6.89,14.6,1.8,,74.5
40718,2741.0,2014-06-17,63.0695,-151.0074,-26.62,-28.1,-25.2,2.91,4.0,2.3,,77.33
40719,2741.0,2014-06-18,63.0695,-151.0074,-27.07,-28.4,-26.3,4.09,5.5,11.7,,96.0
40720,2741.0,2014-06-19,63.0695,-151.0074,-26.37,-27.5,-25.5,3.03,4.6,8.7,,99.62
40721,2741.0,2014-06-20,63.0695,-151.0074,-25.68,-26.9,-24.2,1.83,3.2,4.0,,75.12
40722,2741.0,2014-06-21,63.0695,-151.0074,-25.28,-27.2,-23.6,2.25,5.2,22.0,,99.67
40723,2741.0,2014-06-22,63.0695,-151.0074,-26.31,-27.6,-24.9,2.8,4.2,6.4,,56.0
40724,2742.0,2014-06-17,46.8523,-121.7603,-13.8,-16.7,-10.5,5.84,10.5,4.6,,100.0
40725,2742.0,2014-06-18,46.8523,-121.7603,-11.0,-13.7,-8.4,5.3,7.9,0.0,,82.29
40726,2742.0,2014-06-19,46.8523,-121.7603,-9.63,-15.2,-3.6,5.63,9.8,0.0,,63.71
40727,2742.0,2014-06-20,46.8523,-121.7603,-12.29,-14.7,-9.4,7.55,11.3,1.9,,62.08
40728,2742.0,2014-06-21,46.8523,-121.7603,-10.8,-16.8,-6.3,4.67,8.4,0.0,,54.96
40729,2742.0,2014-06-22,46.8523,-121.7603,-8.77,-15.9,-4.5,5.01,9.4,0.0,,66.29
40730,2743.0,2014-06-18,37.8651,-119.5383,9.85,0.6,17.7,7.4,11.6,0.0,,0.08
40731,2743.0,2014-06-19,37.8651,-119.5383,12.83,4.0,20.3,6.93,12.8,0.0,,2.17
40732,2743.0,2014-06-20,37.8651,-119.5383,13.7,5.8,20.6,6.42,14.5,0.0,,67.71
40733,2743.0,2014-06-21,37.8651,-119.5383,13.84,7.6,19.9,6.19,14.0,0.0,,63.83
40734,2743.0,2014-06-22,37.8651,-119.5383,13.91,6.7,20.4,5.88,13.7,0.0,,7.79
40735,2743.0,2014-06-23,37.8651,-119.5383,14.5,6.5,21.4,6.1,13.2,0.0,,14.04
40736,2744.0,2014-06-21,41.4093,-122.1949,-0.67,-9.1,6.9,6.61,14.0,0.0,,15.38
40737,2744.0,2014-06-22,41.4093,-122.1949,1.26,-7.9,9.5,5.09,9.7,0.0,,56.04
40738,2744.0,2014-06-23,41.4093,-122.1949,1.72,-6.1,9.7,7.43,13.8,0.0,,46.67
40739,2744.0,2014-06-24,41.4093,-122.1949,-0.22,-7.3,6.4,8.25,12.3,0.0,,63.54
40740,2744.0,2014-06-25,41.4093,-122.1949,-3.37,-7.0,0.4,5.74,11.0,3.7,,94.38
40741,2744.0,2014-06-26,41.4093,-122.1949,-4.53,-9.2,0.7,5.96,10.5,3.8,,88.25
40742,2745.0,2014-06-22,39.5501,-105.7821,7.54,1.1,13.1,6.89,14.6,1.8,,74.5
40743,2745.0,2014-06-23,39.5501,-105.7821,8.22,0.0,15.3,6.72,14.0,0.0,,67.67
40744,2745.0,2014-06-24,39.5501,-105.7821,8.14,-0.4,14.9,7.72,14.1,1.7,,56.92
40745,2745.0,2014-06-25,39.5501,-105.7821,10.33,2.1,16.9,7.12,12.4,0.0,,57.12
40746,2745.0,2014-06-26,39.5501,-105.7821,10.75,2.3,18.1,8.9,15.1,0.0,,33.58
40747,2745.0,2014-06-27,39.5501,-105.7821,7.26,1.8,12.9,8.46,15.5,1.7,,52.33
40748,2746.0,2014-06-23,51.45,-116.0667,7.94,1.1,13.0,4.39,7.2,4.6,,34.33
40749,2746.0,2014-06-24,51.45,-116.0667,8.18,3.7,13.4,6.13,10.3,1.0,,59.46
40750,2746.0,2014-06-25,51.45,-116.0667,6.62,2.4,10.5,5.55,10.8,6.6,,64.25
40751,2746.0,2014-06-26,51.45,-116.0667,7.76,2.7,11.3,2.4,5.6,0.9,,70.0
40752,2746.0,2014-06-27,51.45,-116.0667,6.7,2.7,11.9,5.18,6.7,6.6,,73.29
40753,2746.0,2014-06-28,51.45,-116.0667,5.8,1.6,10.4,8.25,13.1,1.7,,79.17
40754,2748.0,2014-06-24,41.4093,-122.1949,-0.22,-7.3,6.4,8.25,12.3,0.0,,63.54
40755,2748.0,2014-06-25,41.4093,-122.1949,-3.37,-7.0,0.4,5.74,11.0,3.7,,94.38
40756,2748.0,2014-06-26,41.4093,-122.1949,-4.53,-9.2,0.7,5.96,10.5,3.8,,88.25
40757,2748.0,2014-06-27,41.4093,-122.1949,-2.34,-7.1,4.1,8.84,14.3,0.0,,51.46
40758,2748.0,2014-06-28,41.4093,-122.1949,-0.73,-10.3,7.4,6.04,11.3,0.0,,6.54
40759,2748.0,2014-06-29,41.4093,-122.1949,1.04,-8.3,9.8,7.15,11.6,0.0,,0.04
40760,2749.0,2014-06-30,36.7783,-119.4179,31.39,20.3,40.2,5.2,7.7,0.0,,23.42
40761,2749.0,2014-07-01,36.7783,-119.4179,31.99,21.8,40.6,5.63,9.8,0.0,,0.0
40762,2749.0,2014-07-02,36.7783,-119.4179,31.42,22.6,39.0,6.15,8.4,0.0,,0.0
40763,2749.0,2014-07-03,36.7783,-119.4179,31.09,21.8,38.9,5.24,7.6,0.0,,0.0
40764,2749.0,2014-07-04,36.7783,-119.4179,32.27,21.0,40.8,4.17,7.8,0.0,,0.04
40765,2749.0,2014-07-05,36.7783,-119.4179,31.78,21.4,39.7,5.9,11.5,0.0,,0.42
40766,2750.0,2014-06-30,48.7596,-113.787,11.33,4.8,16.3,6.71,9.4,0.6,,68.88
40767,2750.0,2014-07-01,48.7596,-113.787,14.15,7.1,20.3,6.3,9.1,0.0,,32.04
40768,2750.0,2014-07-02,48.7596,-113.787,17.86,8.4,25.6,5.14,8.7,0.0,,38.29
40769,2750.0,2014-07-03,48.7596,-113.787,18.62,14.3,22.8,7.78,14.8,0.0,,61.58
40770,2750.0,2014-07-04,48.7596,-113.787,17.8,11.5,22.8,11.28,16.4,0.0,,51.0
40771,2750.0,2014-07-05,48.7596,-113.787,16.8,11.4,20.9,12.36,18.5,0.0,,51.08
40772,2751.0,2014-06-30,48.7718,-121.2985,6.85,-2.6,14.2,3.71,5.0,0.0,,26.08
40773,2751.0,2014-07-01,48.7718,-121.2985,10.86,1.5,19.4,5.58,6.9,0.0,,58.79
40774,2751.0,2014-07-02,48.7718,-121.2985,8.93,6.2,13.2,4.97,7.3,0.0,,70.46
40775,2751.0,2014-07-03,48.7718,-121.2985,4.17,2.2,6.1,5.59,9.0,0.0,,92.96
40776,2751.0,2014-07-04,48.7718,-121.2985,4.27,0.9,7.3,4.16,8.7,0.0,,93.71
40777,2751.0,2014-07-05,48.7718,-121.2985,6.11,1.3,10.8,4.7,11.0,0.0,,61.17
40778,2752.0,2014-07-01,46.8523,-121.7603,-0.47,-9.8,8.0,7.08,10.9,0.0,,37.75
40779,2752.0,2014-07-02,46.8523,-121.7603,-2.33,-6.4,2.1,5.28,9.3,0.0,,57.88
40780,2752.0,2014-07-03,46.8523,-121.7603,-5.19,-8.7,-0.9,6.19,9.2,0.0,,87.75
40781,2752.0,2014-07-04,46.8523,-121.7603,-4.97,-10.7,1.6,4.76,9.0,0.2,,72.58
40782,2752.0,2014-07-05,46.8523,-121.7603,-4.37,-11.0,1.4,4.38,8.6,0.0,,51.33
40783,2752.0,2014-07-06,46.8523,-121.7603,-3.19,-9.3,2.5,5.43,10.8,0.0,,16.17
40784,2753.0,2014-07-01,63.0695,-151.0074,-24.14,-25.8,-23.3,1.13,2.2,6.9,,99.88
40785,2753.0,2014-07-02,63.0695,-151.0074,-23.5,-24.9,-22.5,0.81,1.8,1.6,,97.62
40786,2753.0,2014-07-03,63.0695,-151.0074,-23.28,-25.1,-22.1,0.72,1.5,0.0,,82.96
40787,2753.0,2014-07-04,63.0695,-151.0074,-22.6,-24.6,-21.3,0.84,1.3,0.0,,93.04
40788,2753.0,2014-07-05,63.0695,-151.0074,-21.94,-23.8,-20.5,1.1,1.6,0.0,,57.88
40789,2753.0,2014-07-06,63.0695,-151.0074,-21.56,-23.7,-19.3,1.72,3.4,5.6,,63.5
40790,2754.0,2014-07-04,39.5501,-105.7821,9.62,1.6,17.8,6.33,10.5,9.2,,45.62
40791,2754.0,2014-07-05,39.5501,-105.7821,11.17,2.4,18.4,6.12,9.4,0.1,,71.25
40792,2754.0,2014-07-06,39.5501,-105.7821,12.8,4.3,18.7,5.89,8.4,0.0,,28.38
40793,2754.0,2014-07-07,39.5501,-105.7821,13.05,4.6,20.2,7.61,12.8,0.0,,23.38
40794,2754.0,2014-07-08,39.5501,-105.7821,11.62,4.5,19.0,6.74,8.7,2.2,,38.0
40795,2754.0,2014-07-09,39.5501,-105.7821,12.78,4.2,20.0,6.48,9.6,0.3,,66.42
40796,2755.0,2014-07-06,43.7904,-110.6818,19.54,11.1,26.2,7.14,11.0,0.0,,0.38
40797,2755.0,2014-07-07,43.7904,-110.6818,19.62,13.1,25.6,6.93,12.4,0.0,,0.04
40798,2755.0,2014-07-08,43.7904,-110.6818,18.33,7.3,27.2,6.84,9.4,0.2,,13.83
40799,2755.0,2014-07-09,43.7904,-110.6818,20.05,9.5,27.2,7.83,14.3,0.0,,16.58
40800,2755.0,2014-07-10,43.7904,-110.6818,19.09,14.3,23.9,6.33,10.8,2.2,,41.12
40801,2755.0,2014-07-11,43.7904,-110.6818,17.81,10.2,24.5,4.2,6.7,1.9,,80.58
40802,2757.0,2014-07-11,44.3386,-68.2733,14.78,13.7,16.0,8.75,12.8,0.0,,47.54
40803,2757.0,2014-07-12,44.3386,-68.2733,14.17,13.0,16.0,9.52,14.7,0.0,,17.38
40804,2757.0,2014-07-13,44.3386,-68.2733,14.79,13.1,16.0,18.57,25.3,0.4,,84.0
40805,2757.0,2014-07-14,44.3386,-68.2733,14.9,13.4,16.3,15.6,25.2,7.9,,85.62
40806,2757.0,2014-07-15,44.3386,-68.2733,14.49,13.8,15.3,16.31,23.3,10.3,,100.0
40807,2757.0,2014-07-16,44.3386,-68.2733,14.39,13.5,15.0,20.51,25.9,17.5,,100.0
40808,2758.0,2014-07-13,39.1502,-107.0831,7.59,0.4,13.7,7.78,11.8,0.5,,55.92
40809,2758.0,2014-07-14,39.1502,-107.0831,7.28,-1.2,13.7,7.18,13.2,0.0,,67.54
40810,2758.0,2014-07-15,39.1502,-107.0831,6.67,-0.7,12.8,7.29,12.1,0.5,,61.04
40811,2758.0,2014-07-16,39.1502,-107.0831,4.02,-0.5,9.4,5.42,9.6,8.8,,72.88
40812,2758.0,2014-07-17,39.1502,-107.0831,4.22,-3.9,10.4,6.35,11.5,0.3,,20.58
40813,2758.0,2014-07-18,39.1502,-107.0831,5.94,-3.2,11.9,6.23,12.9,0.0,,18.62
40814,2759.0,2014-07-14,44.6744,-121.799,9.15,1.4,16.6,8.47,15.9,0.0,,10.54
40815,2759.0,2014-07-15,44.6744,-121.799,11.12,1.1,20.4,5.4,9.7,0.0,,0.12
40816,2759.0,2014-07-16,44.6744,-121.799,11.19,3.1,18.9,8.45,16.6,0.0,,0.83
40817,2759.0,2014-07-17,44.6744,-121.799,7.25,0.6,13.5,12.09,18.3,0.0,,0.42
40818,2759.0,2014-07-18,44.6744,-121.799,6.54,-2.0,14.6,10.23,17.8,0.0,,16.79
40819,2759.0,2014-07-19,44.6744,-121.799,7.93,-0.3,15.6,9.89,14.4,0.0,,6.83
40820,2760.0,2014-07-15,46.8523,-121.7603,1.66,-6.5,8.0,6.03,10.2,0.0,,0.04
40821,2760.0,2014-07-16,46.8523,-121.7603,2.03,-5.7,8.0,5.92,10.0,0.0,,0.0
40822,2760.0,2014-07-17,46.8523,-121.7603,-0.93,-6.1,3.9,6.37,11.7,0.0,,17.5
40823,2760.0,2014-07-18,46.8523,-121.7603,-1.89,-7.2,4.0,6.07,10.6,0.0,,66.88
40824,2760.0,2014-07-19,46.8523,-121.7603,-2.79,-7.3,3.3,7.8,15.8,2.2,,69.62
40825,2760.0,2014-07-20,46.8523,-121.7603,-6.27,-9.1,-3.1,7.42,9.4,1.0,,86.83
40826,2761.0,2014-07-15,51.4968,-115.9281,15.38,8.2,21.7,4.01,8.0,1.4,,64.67
40827,2761.0,2014-07-16,51.4968,-115.9281,16.46,9.7,22.2,6.33,11.5,1.2,,46.79
40828,2761.0,2014-07-17,51.4968,-115.9281,13.55,9.7,18.8,6.93,14.2,3.8,,61.71
40829,2761.0,2014-07-18,51.4968,-115.9281,11.37,3.8,17.1,10.58,19.9,0.0,,75.42
40830,2761.0,2014-07-19,51.4968,-115.9281,11.33,8.3,14.7,10.34,16.7,7.1,,74.0
40831,2761.0,2014-07-20,51.4968,-115.9281,9.05,5.8,13.0,7.16,12.9,5.8,,51.58
40832,2762.0,2014-07-17,43.1939,-71.5724,21.05,17.4,26.1,9.82,13.0,0.0,,65.62
40833,2762.0,2014-07-18,43.1939,-71.5724,20.98,15.8,25.5,6.57,9.1,0.0,,20.75
40834,2762.0,2014-07-19,43.1939,-71.5724,20.59,15.9,25.0,6.42,8.7,0.0,,95.33
40835,2762.0,2014-07-20,43.1939,-71.5724,19.83,15.5,25.4,5.96,10.4,0.0,,53.75
40836,2762.0,2014-07-21,43.1939,-71.5724,20.77,13.8,27.2,4.94,11.3,0.0,,40.62
40837,2762.0,2014-07-22,43.1939,-71.5724,24.75,17.1,31.2,7.7,13.0,0.0,,41.0
40838,2763.0,2014-07-20,37.8651,-119.5383,13.0,9.7,17.1,4.31,10.9,14.2,,71.17
40839,2763.0,2014-07-21,37.8651,-119.5383,13.03,7.4,18.5,6.03,13.1,0.0,,35.21
40840,2763.0,2014-07-22,37.8651,-119.5383,13.57,7.8,19.3,7.66,15.5,0.0,,47.79
40841,2763.0,2014-07-23,37.8651,-119.5383,14.11,8.6,19.9,6.19,14.1,0.0,,11.21
40842,2763.0,2014-07-24,37.8651,-119.5383,15.44,8.2,22.0,5.33,13.0,0.0,,17.79
40843,2763.0,2014-07-25,37.8651,-119.5383,15.78,8.8,22.2,6.56,14.6,0.0,,38.88
40844,2764.0,2014-07-22,48.7718,-121.2985,6.81,1.2,11.8,3.85,6.9,0.8,,60.88
40845,2764.0,2014-07-23,48.7718,-121.2985,3.86,-0.7,7.3,4.81,8.0,30.1,,99.33
40846,2764.0,2014-07-24,48.7718,-121.2985,0.46,-1.2,2.6,6.29,8.5,13.2,,89.46
40847,2764.0,2014-07-25,48.7718,-121.2985,5.19,-0.3,11.3,3.75,7.8,0.0,,64.92
40848,2764.0,2014-07-26,48.7718,-121.2985,7.64,-0.3,13.3,4.35,8.2,0.0,,3.21
40849,2764.0,2014-07-27,48.7718,-121.2985,10.36,0.6,17.2,3.7,6.8,0.0,,19.92
40850,2765.0,2014-07-27,39.321,-111.0937,22.14,14.8,27.8,8.11,11.4,0.6,,41.0
40851,2765.0,2014-07-28,39.321,-111.0937,18.7,15.4,22.0,7.05,11.5,1.0,,85.54
40852,2765.0,2014-07-29,39.321,-111.0937,17.28,13.1,22.9,4.6,10.6,1.6,,58.38
40853,2765.0,2014-07-30,39.321,-111.0937,15.83,11.2,21.2,4.63,11.5,3.6,,43.42
40854,2765.0,2014-07-31,39.321,-111.0937,15.97,9.8,21.4,4.47,8.0,2.4,,80.75
40855,2765.0,2014-08-01,39.321,-111.0937,16.57,10.3,22.7,4.21,5.9,1.8,,39.25
40856,2766.0,2014-07-27,37.8651,-119.5383,17.49,11.5,23.7,4.29,8.4,0.2,,83.25
40857,2766.0,2014-07-28,37.8651,-119.5383,15.91,12.1,21.0,5.12,11.1,5.4,,94.08
40858,2766.0,2014-07-29,37.8651,-119.5383,15.3,10.5,21.7,3.8,9.0,6.9,,60.25
40859,2766.0,2014-07-30,37.8651,-119.5383,14.95,9.9,20.8,4.23,9.0,8.6,,86.46
40860,2766.0,2014-07-31,37.8651,-119.5383,16.15,10.1,22.6,6.89,10.9,1.0,,24.42
40861,2766.0,2014-08-01,37.8651,-119.5383,17.02,10.3,23.5,6.32,12.4,1.2,,21.96
40862,2767.0,2014-07-28,35.95,-81.9333,19.33,15.4,22.4,16.24,22.9,0.1,,49.96
40863,2767.0,2014-07-29,35.95,-81.9333,16.47,12.7,20.8,9.91,14.5,0.0,,30.96
40864,2767.0,2014-07-30,35.95,-81.9333,16.41,10.3,21.9,4.92,9.1,0.0,,59.12
40865,2767.0,2014-07-31,35.95,-81.9333,16.69,13.7,20.4,5.69,9.3,2.0,,99.67
40866,2767.0,2014-08-01,35.95,-81.9333,14.92,14.3,16.1,6.6,10.9,20.3,,91.88
40867,2767.0,2014-08-02,35.95,-81.9333,17.01,14.2,21.0,3.5,6.6,1.8,,89.08
40868,2768.0,2014-08-03,52.8734,-117.9543,14.6,8.8,20.4,2.25,4.1,1.9,,83.75
40869,2768.0,2014-08-04,52.8734,-117.9543,14.2,9.0,19.2,3.43,7.6,0.0,,92.46
40870,2768.0,2014-08-05,52.8734,-117.9543,15.3,7.0,21.7,4.5,7.4,0.3,,17.21
40871,2768.0,2014-08-06,52.8734,-117.9543,13.77,8.9,19.8,4.81,10.2,6.5,,35.62
40872,2768.0,2014-08-07,52.8734,-117.9543,12.07,7.2,16.6,4.27,9.2,1.2,,48.71
40873,2768.0,2014-08-08,52.8734,-117.9543,9.43,6.8,14.2,3.39,8.4,6.7,,73.46
40874,2769.0,2014-08-04,43.1939,-71.5724,21.61,16.3,27.2,5.37,7.9,0.1,,36.25
40875,2769.0,2014-08-05,43.1939,-71.5724,23.05,16.6,29.0,6.88,10.0,0.1,,50.25
40876,2769.0,2014-08-06,43.1939,-71.5724,21.58,17.8,25.3,10.87,13.8,0.9,,47.46
40877,2769.0,2014-08-07,43.1939,-71.5724,19.01,16.0,23.5,11.36,15.6,1.0,,64.04
40878,2769.0,2014-08-08,43.1939,-71.5724,20.45,15.3,25.5,11.99,13.5,0.0,,17.25
40879,2769.0,2014-08-09,43.1939,-71.5724,22.06,16.7,27.5,9.3,10.8,0.0,,18.29
40880,2770.0,2014-08-05,45.3736,-121.696,4.36,-1.2,10.3,9.93,14.7,0.0,,20.75
40881,2770.0,2014-08-06,45.3736,-121.696,3.05,-2.8,9.4,10.05,13.9,0.0,,4.88
