accident_id,source,source_id,date,latitude,longitude,state,location_name,route_name,route_grade,accident_type,activity,severity,fatalities,injuries,description
3296,aac,1178,2001-05-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Buttress",West Buttress,,medical,mountaineering,minor,0,3,"Members of an expedition suffered from altitude sickness, including HAPE and HACE, due to a rapid ascent on Mount McKinley's West Buttress; one member was treated for cerebral and pulmonary edema."
3297,aac,1179,2001-05-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Buttress",,,medical,mountaineering,serious,0,1,"A climber was evacuated from Mount McKinley due to a gastrointestinal bleed from a preexisting condition that was not reported, requiring surgery."
3298,aac,1180,2001-02-15,38.7945952,-106.5348379,,"Jasper National Park, Malign Canyon",,,other,ice_climbing,minor,0,1,A climber stabbed his right knee with his left crampon while being lowered after top-roping a climb because his partner lowered him too quickly.
3299,aac,1182,2001-05-15,37.7286242,-119.6369554,California,"Yosemite Valley, The Nose",The Nose,5.10d,fall,rock_climbing,serious,0,1,"A climber fell after a cam and fixed stopper pulled out while climbing in the dark, resulting in a leg injury."
3300,aac,1183,2001-07-15,37.71570000000001,-119.6375,California,"Yosemite Valley, Middle Cathedral Rock",Direct North Buttress,5.10c,fall,rock_climbing,fatal,2,0,Two climbers fell from Middle Cathedral Rock after their anchor pulled out; both climbers died.
3301,aac,1184,2023-03-24,38.7945952,-106.5348379,,"Jasper National Park, Mount Snowdome, Slipstream",Slipstream,WI4+,rappel_error,alpine_climbing,fatal,1,0,A climber soloing Slipstream on Mount Snowdome in Jasper National Park died after an apparent anchor failure while rappelling in deteriorating weather conditions.
3302,aac,1185,2001-09-15,38.7945952,-106.5348379,,"Banff National Park, Mount Patterson, East Face",,5.6,rockfall,alpine_climbing,serious,0,1,"A climber sustained a fractured arm from rockfall while climbing Mount Patterson, requiring a rescue."
3303,aac,1186,2001-05-15,41.3576533,-122.2347315,California,"Mount Shasta, Avalanche Gulch",Avalanche Gulch,,rockfall,mountaineering,serious,0,3,"A large rock slide occurred on Mount Shasta's Avalanche Gulch route, injuring two clients from a guided group and another climber."
3304,aac,1187,2001-07-01,38.7945952,-106.5348379,,"Banff National Park, Mount Lefroy",Lemire Route,5.7,other,alpine_climbing,minor,0,0,"A party of two was overdue after 32 hours on the Lemire Route and were evacuated by heli-sling after encountering difficult route finding, poor rock quality, and difficult climbing."
3305,aac,1188,2001-08-15,38.7945952,-106.5348379,,"Kananaskis Provincial Park, Mount Sir Douglas",East Ridge,5.6,stranded,alpine_climbing,minor,0,0,Two climbers ascended Mount Sir Douglas via the East Ridge and summited late. They attempted to descend a glacier without crampons and called for rescue.
3306,aac,1189,2001-08-15,40.3009834,-105.6514657,Colorado,"Rocky Mountain National Park, Glacier Gorge",The Barb,,medical,rock_climbing,serious,0,1,"Climber suffered a transient ischemic attack (TIA) while belaying on The Barb, requiring a self-rescue and helicopter evacuation."
3307,aac,1190,2000-04-28,40.637269,-111.6330126,Utah,"Big Cottonwood Canyon, Stairs Gulch",Stairs Gulch to Twin Peaks,,avalanche,mountaineering,fatal,2,0,Two climbers were killed in Stairs Gulch by a glide avalanche while attempting to climb to Twin Peaks. They were caught in the avalanche early in the morning and were found buried in the snow.
3308,aac,1191,2001-05-15,48.8937456,-121.9239178,Washington,"Glacier Peak, Sitkum Glacier",,,crevasse,mountaineering,minor,0,0,A climber descending Glacier Peak alone and unroped fell into a hidden crevasse on the Sitkum Glacier and was rescued by another climbing party.
3309,aac,1192,2001-03-15,47.7745488,-121.5809415,Washington,"Mount Index, Godzilla",,,weather,rock_climbing,minor,0,0,"Climbers were on a wall when a 6.8-magnitude earthquake hit, causing rockfall and an avalanche on Mount Index. They rappelled down safely after the shaking stopped."
3310,aac,1193,2001-06-15,48.7766868,-121.8144142,Washington,"Mount Baker, North Ridge",North Ridge,,weather,mountaineering,serious,0,2,"Two climbers attempted the North Ridge of Mount Baker, encountered deteriorating weather, got lost, bivouacked multiple times, and suffered frostbite and hypothermia before being rescued. One climber lost several toes."
3311,aac,1194,2001-09-15,48.7766868,-121.8144142,Washington,"Mount Baker, Coleman Glacier",,,crevasse,mountaineering,fatal,1,3,A climber was killed and three others injured after falling into a crevasse on the Coleman Glacier on Mount Baker.
3312,aac,1195,2001-08-15,43.8041334,-120.5542012,Oregon,"Mount Hood, South Side and Cathedral Ridge",Sunshine,,fall,mountaineering,minor,0,1,"A climber with limited glacier experience fell on frozen scree and into a crevasse while descending Mount Hood after choosing the wrong gully, and was rescued."
3313,aac,1196,2018-09-29,44.1494997,-121.7836762,Oregon,"Three Sisters Wilderness, Middle Sister",,,fall,mountaineering,serious,0,1,"A climber fell on frozen scree while descending Middle Sister, sustaining serious injuries due to inadequate equipment and clothing, and inexperience."
3314,aac,1197,2001-08-15,40.25487529999999,-105.6160295,Colorado,"Rocky Mountain National Park, Longs Peak",North Chimney,AI 1 5.6,fall,alpine_climbing,minor,0,1,"A climber slipped on ice while ascending the North Chimney unroped and fell 70 feet, sustaining injuries to his ankle and heel."
3315,aac,1198,2001-03-15,45.5378947,-121.568408,Oregon,"Mount Hood, South Side, Pearly Gates, Hogs Back, Devils Kitchen",South Side standard route,,fall,mountaineering,minor,0,1,"A climber lost footing on ice at the Pearly Gates on Mount Hood's South Side, falling down the Hogs Back and sustaining abrasions and a sprained ankle; dull crampons may have contributed to the fall."
3316,aac,1199,2001-02-15,44.1559003,-71.3670199,New Hampshire,"Frankenstein Cliff, Frankenstein Cliff, Standard Route Left",Standard Route Left,,fall,ice_climbing,serious,0,1,"A climber fell while attempting a bulge on ice, decking on a ledge and breaking his ankle."
3317,aac,1200,2001-07-01,44.1559003,-71.3670199,New Hampshire,"Frankenstein Cliffs, Frankenstein Cliffs",Cave Route,,fall,ice_climbing,serious,0,1,"A climber fell approximately 20 feet when a section of ice broke off, resulting in a fractured tibia and fibula and bruised ribs."
3318,aac,1201,2001-03-15,44.1559003,-71.3670199,New Hampshire,"Frankenstein Cliff, Pegasus",Pegasus,,fall,ice_climbing,minor,0,1,"A climber fell while ice climbing on Pegasus due to poor ice quality and inadequate protection, resulting in a fractured heel bone."
3319,aac,1202,2001-07-01,46.78262369999999,-92.0959925,Minnesota,"Duluth, Vertical Endeavors Climbing Gym",,,fall,rock_climbing,serious,0,1,"A climber fell over 20 feet at an indoor climbing gym after pushing off the wall and finding no tension in the rope, resulting in head, neck, and back injuries."
3320,aac,1203,2001-06-15,44.6742707,-121.7995351,Oregon,"Mount Jefferson, Whitewater Glacier",,,fall,mountaineering,fatal,1,0,A climber descending from camp alone after a weather-shortened climb decided to descend via a non-standard route and fell from a 70-foot cliff band.
3321,aac,1205,2001-07-15,44.7745664,-122.6150855,Oregon,"Smith Rock, Lyon's Chair",Lyon's Chair,5.11a,fall,rock_climbing,minor,0,1,"Christopher Ekstrom fell 15-20 feet while leading the first pitch of Lyon's Chair, twisting his ankle and breaking his tibia due to inadequate protection."
3322,aac,1206,2001-04-15,38.4314336,-112.5546417,Utah,"Indian Creek, Wall Street","The Incredible Hand Crack, Keyhole Flake, Super Crack, Generic Crack",,fall,rock_climbing,serious,0,1,"A climber fell while leading, pulling out protection and shattering their right fibula and breaking their ankle. They also sustained a concussion."
3323,aac,1207,2001-08-10,38.8348342,-79.3761566,West Virginia,"Seneca Rocks, Triple Si",Triple Si,,fall,rock_climbing,serious,0,1,"A climber fell ten feet after a stopper pulled while down-climbing a crux, resulting in a ruptured Achilles tendon."
3324,aac,1208,2001-07-01,43.4284471,-89.7313678,Wisconsin,Devil's Lake State Park,,,fall,rock_climbing,serious,0,1,"A climber fell 50 feet after a piece of protection attached to a loose boulder failed while setting up a top-rope, resulting in serious injuries."
3325,aac,1209,2001-07-01,44.1564536,-71.6984172,New Hampshire,"Cannon Cliffs, Vertigo",Vertigo,,fall,rock_climbing,serious,0,1,"Daniel Chaffee fell 70 feet on Vertigo when his protection pulled out, sustaining serious injuries including multiple fractures and facial injuries. He was rescued by a large team and airlifted to the hospital."
3326,aac,1210,2001-05-15,40.5724796,-111.7732325,Utah,"Little Cottonwood Canyon, Pentapitch",Pentapitch,5.8,fall,rock_climbing,minor,0,1,"A climber fell 35-40 feet after his protection pulled out while down-climbing due to rope drag, resulting in minor injuries; he was not wearing a helmet."
3327,aac,1211,2001-06-15,44.3612308,-121.1495876,Oregon,"Smith Rock, Crack of Infinity",Crack of Infinity,5.10b,fall,rock_climbing,serious,0,1,"Rod Lucas fell 40 feet on Crack of Infinity when his protection pulled out, resulting in a broken ankle and pelvis."
3328,aac,1212,2001-10-15,47.4415013,-121.4092611,Washington,Guye Peak,,,fall,mountaineering,fatal,1,0,Ken Colburn fell 300 feet to his death after slipping on wet rocks near the summit of Guye Peak while unroped and possibly off route.
3329,aac,1213,2001-09-15,47.4595563,-121.466761,Washington,"Snowqualmie Pass, Chair Peak",,5.5,fall,rock_climbing,fatal,1,0,A climber fell approximately 600 feet down a rock slope after unroping and scrambling on loose rock near the summit of Chair Peak.
3330,aac,1214,2001-07-01,43.80534859999999,-71.8125811,New Hampshire,"Rumney Crags, Rumney",,5.7,fall,rock_climbing,minor,0,1,"A climber fell approximately 20 feet to the ground after failing to clip into a quickdraw while leading a sport climb at Rumney Crags, resulting in bruising and a hospital visit."
3331,aac,1215,2001-06-15,44.3612308,-121.1495876,Oregon,"Smith Rock, Zebra",Zebra,5.10a,fall,rock_climbing,serious,0,1,"A climber fell while traversing on a trad route due to inadequate protection, resulting in a serious ankle fracture after a pendulum fall into a rock dihedral."
3332,aac,1216,2001-04-15,35.2015141,-81.3141461,North Carolina,"Crowders Mountain State Park, Gumby's Roof",Gumby's Roof,,fall,rock_climbing,minor,0,1,"A climber fell approximately 20-25 feet while top-roping due to belayer inexperience, resulting in a broken ankle."
3333,aac,1217,2023-07-01,44.6742707,-121.7995351,Oregon,"Mount Jefferson, Milk Creek Glacier",,,rockfall,mountaineering,minor,0,1,"A climber was struck in the forehead by a rock while crossing the north couloir of Milk Creek, suffering a concussion."
3334,aac,1218,2001-07-15,44.1662273,-121.7725431,Oregon,"North Sister, west face",,,rockfall,mountaineering,minor,0,1,"A climber dislodged a large boulder, rode it a short distance, and then fell several hundred feet, sustaining injuries. He was rescued by helicopter."
3335,aac,1219,2001-10-15,44.3695499,-121.1414739,Oregon,"Smith Rock State Park, Misery Ridge Mesa",,,fall,other,serious,0,1,"A 19-year-old fell about 40 feet while scrambling on Misery Ridge Mesa after a handhold broke loose, resulting in a broken leg and scalp laceration."
3336,aac,1220,2001-07-01,39.5500507,-105.7820674,Colorado,"Eldorado Canyon, Bestowal Crack",Bestowal Crack,5.5,rockfall,rock_climbing,minor,0,1,"A party on Bestowal Crack dislodged rocks and gear, including a large block that fell to the roadway, striking a person. The party also threw ropes on climbers below without warning."
3337,aac,1221,2023-07-24,48.319167,-121.051389,Washington,"North Cascades, Dome and Dana Glaciers",,,weather,mountaineering,serious,0,1,"A group of climbers were struck by a refrigerator-sized snow block while traversing a slope, resulting in one climber sustaining a fractured pelvis, fractured vertebrae, and a pneumothorax."
3338,aac,1222,2001-12-15,40.3772059,-105.5216651,Colorado,"Rocky Mountain National Park, Main Falls",Main Falls Route,WI4,fall,ice_climbing,minor,0,1,"Aaron Shupp fell 20-30 feet while leading the Main Falls Route due to fatigue and inexperience, injuring his leg when his crampon caught on ice. He was lowered to the base and refused medical treatment."
3339,aac,1223,2001-07-01,43.4284471,-89.7313678,Wisconsin,"Devil's Lake State Park, Devil's Lake State Park",Chicago,5.9,fall,rock_climbing,minor,0,1,"A climber fell after getting lost on the route and experiencing fatigue, pulling a cam and sustaining minor injuries; the belayer was pulled off the ground due to a weight difference and lack of anchor."
3340,aac,1224,2001-07-15,47.1053802,-122.0456673,Washington,Wilkeson,,,fall,rock_climbing,minor,0,1,"A climber fell after a handhold came off, and the belayer, being inexperienced and inadequately anchored, was pulled towards the wall and received rope burns."
3341,aac,1225,2001-08-15,46.8658313,-121.7199603,Washington,"Mount Rainier, Disappointment Cleaver, Emmons Glacier",,,medical,mountaineering,fatal,1,0,A climber died of arteriosclerotic cardiovascular disease while climbing Mount Rainier with a guided group on Disappointment Cleaver.
3342,aac,1227,2001-06-15,36.3965269,-80.2864412,North Carolina,"Hanging Rock State Park, Moore's Wall, Sentinel Buttress",,,medical,rock_climbing,minor,0,1,"A climber passed out from dehydration and exhaustion near the top of a climb and was lowered to a ledge, regained consciousness, and was assisted to the base, refusing further medical assistance."
3343,aac,1228,2001-07-15,40.6157814,-111.7885432,Utah,"Ferguson Canyon, Ferguson Canyon, Cathedral",Mission Impossible,5.9,equipment_failure,rock_climbing,serious,0,1,A climber fell 50 feet after the water knot in a sling extending the anchor failed during a rappel.
3344,aac,1229,2024-04-12,38.2135733,-109.9025345,Utah,Canyonlands National Park,Lightning Bolt Crack,,weather,rock_climbing,serious,0,2,"Two climbers were struck by lightning while descending Lightning Bolt Crack; one was briefly unconscious and delusional, the other experienced electrical current and temporary paralysis."
3345,aac,1230,2001-09-15,47.36152999999999,-121.4612886,Washington,Silver Peak,,,weather,mountaineering,minor,0,0,"Two climbers got off route on a wet, foggy day on Silver Peak, called 911, and were talked down by Seattle Mountain Rescue via cell phone."
3346,aac,1231,2001-09-15,36.3965269,-80.2864412,North Carolina,"Moore's Wall, Sentinel Buttress, Zoo View",Zoo View,5.8,fall,rock_climbing,serious,0,1,"A climber fell approximately 50 feet after a belay anchor placement pulled out, resulting in a fractured ankle and possible internal injuries."
3347,aac,1232,2001-06-15,43.7410416,-110.8024362,Wyoming,"Grand Teton National Park, Grand Teton",Exum Ridge,,weather,alpine_climbing,minor,0,0,"Two climbers attempting the Exum Ridge on the Grand Teton got caught in a severe storm during their descent, became disoriented, and required rescue; they were ultimately unharmed."
3348,aac,1233,2023-02-06,43.57465020000001,-110.8382669,Wyoming,"Grand Teton National Park, Rock Spring Canyon",,,weather,other,minor,0,0,"Three skiers left the Teton Village Ski Area boundaries, got lost in Granite Canyon due to a wrong turn, lacked survival gear, and spent a night in the backcountry before being rescued."
3349,aac,1234,2001-07-01,44.0656474,-71.1644143,New Hampshire,"Cathedral Ledge, Cathedral Ledge",Retaliation,5.9,fall,rock_climbing,serious,0,1,"The leader fell when a cam pulled out while testing it, striking the wall and sustaining a leg injury; the belayer's hands were burned, and a skinny rope was used."
3350,aac,1235,2001-03-15,38.7328166,-109.5746222,Utah,Arches National Park,,,rockfall,other,minor,0,2,"A large rockfall occurred during a technical rock rescue training session, injuring two park employees who were struck by flying debris."
3351,aac,1236,2023-08-16,40.6891667,-111.7852778,Utah,"Millcreek Canyon, small crag",,,rappel_error,rock_climbing,minor,0,1,"During a sport-rappel, an old cotton rope broke when a climber bounced, causing a 20-foot fall resulting in a broken ankle, abrasions, and lacerations."
3352,aac,1237,2001-07-15,40.637269,-111.6330126,Utah,"Big Cottonwood Canyon, Bumblebee Wall",Perseverance Bulge,5.9,other,rock_climbing,minor,0,0,"A climber following a route took a fall, jamming the rope. The leader, without setting an anchor, attempted to free the rope, risking a fall. SAR rescued the follower."
3353,aac,1238,2001-10-15,44.1564536,-71.6984172,New Hampshire,"Cannon Cliff, Whitney Gilman",Whitney Gilman,,other,rock_climbing,minor,0,0,Two climbers got their rope stuck on the Whitney Gilman route and called for help; they were hauled up by rescuers after it was determined they didn't know how to use ascenders.
3354,aac,1240,2023-09-03,43.853632,-110.6314491,Wyoming,"Grand Teton National Park, Mount Owen",Grand Traverse,,equipment_failure,mountaineering,minor,0,1,A climber sprained her ankle after a belay anchor failed due to an undone knot during a guided descent on Mount Owen.
3355,aac,1241,2001-08-15,43.1193967,-109.6032028,Wyoming,"Wind River Range, Jackson Peak",South Buttress,,rockfall,alpine_climbing,serious,0,1,"A climber pulled off a large flake of rock while leading, causing a fifteen-foot fall and multiple injuries."
3356,aac,1242,2023-07-20,43.7904282,-110.6817627,Wyoming,"Grand Teton National Park, Grand Teton, Petzoldt Ridge",Petzoldt Ridge,,fall,alpine_climbing,serious,0,1,"A climber fell after a large rock feature came loose when he weighted it, resulting in a leg injury requiring rescue and hospitalization."
3357,aac,1243,2001-08-15,43.7410416,-110.8024362,Wyoming,"Grand Teton National Park, Table Mountain",Heartbreak Ridge,,fall,rock_climbing,minor,0,1,"Ben Goodwin fell 10-20 feet while down-climbing Heartbreak Ridge on Table Mountain and landed on his back, resulting in abrasions and contusions but no spinal injury."
3358,aac,1244,2001-06-15,43.7904282,-110.6817627,Wyoming,"Grand Teton National Park, Nez Perce",South Ridge,,fall,rock_climbing,minor,0,1,"A climber leading the first pitch of what he thought was the South Ridge of Nez Perce fell when a large block broke away, resulting in an eighty-foot fall due to improper belaying and inadequate protection."
3359,aac,1245,2001-07-15,43.7733333,-110.7652777,Wyoming,"Grand Teton National Park, Symmetry Spire",Southwest Ridge,,fall,mountaineering,serious,0,1,"A climber fell approximately 100 feet after a handhold came off near the summit of Symmetry Spire, resulting in a shattered elbow and broken foot."
3360,aac,1246,2001-08-15,43.73354190000001,-110.7929913,Wyoming,"Grand Teton National Park, Disappointment Peak",Lake Ledges,,rockfall,rock_climbing,serious,0,1,"A climber dislodged a rock while climbing, which struck him and caused him to tumble, resulting in lacerations, contusions, and fractures."
3361,aac,1248,2001-07-15,43.741111,-110.8025,Wyoming,"Grand Teton National Park, Grand Teton, Owen-Spalding",Owen-Spalding,,rappel_error,mountaineering,serious,0,1,"A climber fell about twenty feet while rappelling the Owen-Spalding route on Grand Teton after untying knots in the rope and losing control, resulting in a serious arm injury."
3362,aac,1249,2023-09-22,42.7775469,-109.2155065,Wyoming,"Wind River Range, Cirque of the Towers, Wolf's Head Peak",East Ridge,,rockfall,mountaineering,fatal,1,0,"A climber pulled off a large rock while climbing back up a gully to retrieve a stuck rope; the rock severed the rope, causing the climber to fall approximately 250-300 feet and resulting in fatal injuries."
3363,aac,1250,2023-07-08,38.7945952,-106.5348379,,"Auyuittuq National Park, Mount Breidablik",,,avalanche,mountaineering,serious,0,1,"A climber was swept 200 meters down-slope by an avalanche after an ice anchor failed, resulting in a broken leg."
3364,aac,1251,2024-06-17,62.9608333,-151.3980556,Alaska,"Mount Foraker, Southeast Ridge",Southeast Ridge,,avalanche,mountaineering,fatal,3,0,"Three climbers died after being caught in a small soft slab avalanche on the Southeast Ridge of Mount Foraker; the lead climber may have triggered the avalanche, which carried the other two down the slope."
3365,aac,1252,2002-04-15,60.29333330000001,-140.9294444,Alaska,"Mount St. Elias, Hayden Col",,,avalanche,mountaineering,fatal,2,1,Two climbers died after one triggered an avalanche while snowboarding down Mount St. Elias; one other climber suffered frostbite.
3366,aac,1253,2002-08-15,38.7945952,-106.5348379,,"Sageunay National Park, Cap Trinite, Les Grands Gallets",Les Grands Gallets,5.9,equipment_failure,rock_climbing,fatal,2,0,"A couple fell to their deaths while resting on a portaledge due to overloading, improper attachment to the anchor system, and failure to tie into an independent anchor."
3367,aac,1254,2002-12-15,37.733931,-119.6376733,California,"Yosemite Valley, El Capitan",Zodiac,"VI 5.7, A",weather,rock_climbing,fatal,1,0,"A climber attempting to solo the Zodiac route on El Capitan died from hypothermia after a storm moved in, and he became stranded on the wall due to a complex rope system and equipment issues."
3368,aac,1255,2002-10-15,37.0202851,-118.4218804,California,Split Mountain,,,weather,mountaineering,serious,0,1,"Climbers attempted Split Mountain in early October, encountering unexpected snow and cold. One climber, Dave French, was hospitalized for frostbite after the group was forced to bivouac due to getting lost and running out of daylight."
3369,aac,1256,2002-06-15,63.2827613,-150.7893981,Alaska,"Denali National Park, McKinley River",,,fall,mountaineering,minor,0,2,"A group attempting to ford the McKinley River had trouble due to heavy packs and misjudging the crossing, resulting in falls, injuries, and lost gear."
3370,aac,1257,2000-05-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Buttress, Denali Pass",,,crevasse,mountaineering,serious,0,3,"A five-member Spanish expedition on Mount McKinley experienced multiple accidents: one climber fell into a crevasse and self-extricated, and two others fell while descending unroped from Denali Pass due to icy conditions and fatigue, resulting in serious injuries."
3371,aac,1258,2023-04-26,62.03333299999999,-147.9,Alaska,"Talkeetna Mountains, Unnamed glacier",,,crevasse,mountaineering,serious,0,1,"A guide fell 50 feet into a crevasse after breaking through a snow bridge, sustaining multiple broken ribs, and was later evacuated by helicopter after weather delayed a planned pickup."
3372,aac,1259,2002-03-24,63.069444,-151.007222,Alaska,"Alaska Range, Idems Peak",,,crevasse,mountaineering,fatal,1,0,A climber fell 90 feet into a crevasse while snowshoeing down a glacier on Idems Peak and died.
3373,aac,1260,2002-05-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Buttress, Kahiltna Glacier",West Buttress,,crevasse,mountaineering,serious,0,1,"A climber fell into a crevasse while descending the Kahiltna Glacier on Mount McKinley's West Buttress and sustained a possible hip injury, requiring helicopter evacuation due to hypothermia and potential fractures."
3374,aac,1261,2002-02-15,38.7945952,-106.5348379,,"Alberta, Banff National Park, Bow Falls",,WI4,fall,ice_climbing,serious,0,1,"A climber fell while ice climbing on Bow Falls after failing to place adequate protection, resulting in a basal skull fracture and other injuries."
3375,aac,1262,2002-03-15,33.3593407,-111.4500302,,"British Columbia, Golden Canyon",Lady Killer,W13,fall,ice_climbing,serious,0,1,"A climber fell while leading the first pitch of Lady Killer after running it out to the top, sustaining pelvic and spinal injuries."
3376,aac,1263,2002-07-01,38.0144711,-107.6717404,Colorado,"Ouray Ice Park, Ouray Ice Park",Pic O’ the Vic,WI 4,fall,ice_climbing,serious,0,1,"John Ohlson fell while leading Pic O’ the Vic (WI 4) in the Ouray Ice Park, sustaining compression fractures, a broken thumb, and lacerations. He was relatively new to water ice climbing and the protection was inadequate."
3377,aac,1264,2023-03-10,38.7945952,-106.5348379,,"Banff National Park, Professor Falls",Professor Falls,WI4,fall,ice_climbing,serious,0,1,"T.M. fell 25 meters while leading the last pitch of Professor Falls after her ice tool pulled out, resulting in a broken ankle."
3378,aac,1265,2002-11-15,38.7945952,-106.5348379,,"Banff National Park, Professor Falls",Shades of Beauty,WI4,fall,ice_climbing,serious,0,1,"An experienced ice climber fell after an ice tool placement pulled out while leading the second pitch of Shades of Beauty, resulting in serious ankle fractures."
3379,aac,1266,2002-11-15,38.7945952,-106.5348379,,"British Columbia, Dowler Range, Mount Dougie Dowler",,,fall,mountaineering,fatal,1,0,A climber fell approximately 800 feet to his death while solo climbing Mount Dougie Dowler unroped.
3380,aac,1267,2002-09-15,39.9289759,-105.2941,Colorado,"Eldorado State Park, Red Garden Wall",Redguard,,fall,rock_climbing,serious,0,1,"A climber fell approximately 50 feet while soloing Redguard on Red Garden Wall, sustaining cranial and wrist fractures and requiring chest decompression."
3381,aac,1268,2023-06-22,38.7945952,-106.5348379,,"Jasper National Park, Morro Slabs",,,fall,rock_climbing,minor,0,1,"A rappeller being belayed by an inexperienced belayer who was not tied in was pulled off the top of the slab and fell 60 feet, sustaining minor injuries."
3382,aac,1270,2002-05-15,37.733931,-119.6376733,California,"Yosemite Valley, El Capitan",Sunkist,5.9 A4,fall,rock_climbing,serious,0,2,"A climber fell 40 feet after protection pulled while leading a thin A4 pitch, resulting in injuries and rope burns to the belayer."
3383,aac,1271,2002-09-15,37.733931,-119.6376733,California,"Yosemite Valley, El Capitan",Eagle’s Way,5.8 A3,fall,rock_climbing,minor,0,1,"A climber attempting a solo speed record on El Capitan fell approximately 60 feet due to a pulled copperhead, broken rivet hanger, and a snapped locking carabiner, resulting in rope burns and an inflamed back injury, leading to a rescue."
3384,aac,1272,2024-07-13,38.7945952,-106.5348379,,"Alberta, Cougar Canyon",Slowpoke,5.8,fall,rock_climbing,serious,0,1,"A climber fell while being lowered after a top rope setup due to the absence of a stopper knot, resulting in head and body injuries but ultimately survived due to wearing a helmet."
3385,aac,1273,2002-03-15,40.4108169,-105.5322209,Colorado,"Rocky Mountain National Park, Lumpy Ridge, Whiteman",Whiteman,5.11c,fall,rock_climbing,serious,0,1,"A climber fell approximately 110 feet from the top anchor of the first pitch of Whiteman due to miscommunication with the belayer, resulting in multiple broken bones and internal injuries."
3386,aac,1274,2023-08-28,38.7945952,-106.5348379,,"Alberta, Canmore, Mount Fable, Southeast Ridge",Southeast Ridge,5.5,fall,alpine_climbing,serious,0,1,"A climber fell while off route on Mount Fable's Southeast Ridge after inadequate protection pulled out during a fall, resulting in injuries and requiring helicopter rescue."
3387,aac,1275,2023-05-19,40.1067745,-75.3779632,,"Jasper National Park, Hidden Valley",,,fall,rock_climbing,serious,0,1,"A climber fell 20 feet when a rock block used as protection pulled out, resulting in a crushed ankle."
3388,aac,1276,2002-10-15,38.7945952,-106.5348379,,"Alberta, Ghost River, Duveinafees",Duveinfafees,5.7,fall,rock_climbing,serious,0,1,"A climber fell 25 meters after a foot slipped and protection pulled out, resulting in a femur fracture and requiring heli-sling rescue."
3389,aac,1277,2002-10-26,40.0189728,-105.2747406,Colorado,"Boulder Canyon, The Dome",King Kong or Gorilla’s Delight,5.9,fall,rock_climbing,fatal,1,0,Scott Hamilton fell more than 150 feet while solo climbing without ropes or a helmet on The Dome in Boulder Canyon and died.
3390,aac,1278,2002-10-15,39.7394959,-105.3220334,Colorado,"Clear Creak Canyon, Clear Creak Canyon",Countersuit,5.9,rappel_error,rock_climbing,serious,0,1,"A climber fell approximately 50 feet during an uncontrolled rappel due to lack of backup, single rope rappel, and a heavy pack."
3391,aac,1279,2002-06-30,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, Denali Pass",West Buttress,,fall,mountaineering,fatal,1,0,"A solo climber fell while descending from Denali Pass after a summit attempt, succumbing to exhaustion and lack of recent glacier experience."
3392,aac,1280,2002-05-18,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, Denali Pass",,,fall,mountaineering,serious,0,1,"A climber fell approximately 30 feet while descending alone from Denali Pass, sustaining rib fractures, a spleen laceration, and a bruised liver, requiring helicopter evacuation."
3393,aac,1281,2002-06-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Rib-Notch Camp",West Rib,,fall,mountaineering,serious,0,1,"Russ Watts fell 150 feet from Notch Camp on the West Rib of Mount McKinley while checking snow conditions without a belay, due to icy conditions and exhaustion from a previous summit ascent, resulting in multiple fractures."
3394,aac,1282,2002-04-15,38.7945952,-106.5348379,,"Banff National Park, Mount Balfour",,,fall,mountaineering,fatal,1,0,A skier fell through a cornice while traversing the Wapta Icefield in whiteout conditions on Mount Balfour after the group decided to unrope. The skier fell to his death.
3395,aac,1283,2002-03-15,38.7945952,-106.5348379,,"Alberta, Banff National Park, Louise Falls",left line of Louise Falls,WI4+,weather,ice_climbing,fatal,1,0,"A climber was crushed by falling ice while belaying in a cave under a large veil of hanging ice at Louise Falls, resulting in a fatal fall."
3396,aac,1284,2023-03-02,38.7945952,-106.5348379,,"Waterton Lakes National Park, Cameron Lake Road, Pearl Necklace",Pearl Necklace,WI 5+,fall,ice_climbing,serious,0,1,"A climber fell after an icicle broke while leading without protection, resulting in a broken tibia and fibula."
3397,aac,1285,2002-08-15,38.7945952,-106.5348379,,"Jasper National Park, Mount Athabasca, North Ridge",North Ridge,5.5,rockfall,alpine_climbing,serious,0,1,"A climber was hit by rockfall on the North Ridge of Mount Athabasca, causing a diminished level of consciousness and requiring rescue."
3398,aac,1286,2002-06-15,41.3576533,-122.2347315,California,"Mount Shasta, Avalanche Gulch",,,rockfall,mountaineering,minor,0,1,"A climber was hit by a falling rock while climbing Avalanche Gulch on Mount Shasta, resulting in a fractured clavicle and other minor injuries."
3399,aac,1287,2000-06-17,63.588753,-154.4930619,Alaska,"Wrangell-St. Elias National Park, Mount Augusta, North Buttress",,,rockfall,mountaineering,serious,0,1,"A climber was struck by a rock while scouting for a bivouac ledge on Mount Augusta, resulting in serious injuries and a subsequent rescue."
